# Overhead  Command  Source Shared Object  Source Symbol                                            Target Symbol                                            Basic Block Cycles
     0.12%  wrk      [kernel.kallsyms]     [k] ipv4_mtu                                             [k] ipv4_mtu                                             -                 
     0.12%  wrk      [kernel.kallsyms]     [k] tcp_recvmsg                                          [k] tcp_recvmsg                                          -                 
     0.12%  wrk      [kernel.kallsyms]     [k] ip_finish_output2                                    [k] ip_finish_output2                                    -                 
     0.12%  wrk      [kernel.kallsyms]     [k] tcp_in_window                                        [k] tcp_in_window                                        -                 
     0.11%  wrk      [kernel.kallsyms]     [k] ip_vs_in.part.0                                      [k] ip_vs_in.part.0                                      -                 
     0.11%  wrk      [kernel.kallsyms]     [k] __nf_conntrack_find_get                              [k] __nf_conntrack_find_get                              -                 
     0.10%  wrk      [kernel.kallsyms]     [k] tcp_write_xmit                                       [k] tcp_write_xmit                                       -                 
     0.10%  wrk      [kernel.kallsyms]     [k] __xfrm_decode_session                                [k] __xfrm_decode_session                                -                 
     0.09%  wrk      [kernel.kallsyms]     [k] ip_route_output_key_hash_rcu                         [k] ip_route_output_key_hash_rcu                         -                 
     0.09%  wrk      [kernel.kallsyms]     [k] memcmp                                               [k] memcmp                                               -                 
     0.09%  wrk      [kernel.kallsyms]     [k] __kmalloc_node_track_caller                          [k] __kmalloc_node_track_caller                          -                 
     0.09%  wrk      [kernel.kallsyms]     [k] tcp_poll                                             [k] tcp_poll                                             -                 
     0.09%  wrk      [kernel.kallsyms]     [k] tcp_sendmsg_locked                                   [k] tcp_sendmsg_locked                                   -                 
     0.08%  wrk      [kernel.kallsyms]     [k] __local_bh_enable_ip                                 [k] __local_bh_enable_ip                                 -                 
     0.08%  wrk      [kernel.kallsyms]     [k] ip_route_input_slow                                  [k] ip_route_input_slow                                  -                 
     0.07%  wrk      [kernel.kallsyms]     [k] do_syscall_64                                        [k] entry_SYSCALL_64_after_hwframe                       -                 
     0.07%  wrk      [kernel.kallsyms]     [k] fpregs_assert_state_consistent                       [k] do_syscall_64                                        -                 
     0.07%  wrk      [kernel.kallsyms]     [k] __tcp_transmit_skb                                   [k] __tcp_transmit_skb                                   -                 
     0.07%  wrk      [kernel.kallsyms]     [k] __ip_queue_xmit                                      [k] __ip_queue_xmit                                      -                 
     0.07%  wrk      wrk                   [k] socket_writeable                                     [k] socket_writeable                                     -                 
     0.07%  wrk      [kernel.kallsyms]     [k] do_syscall_64                                        [k] do_syscall_64                                        -                 
     0.07%  wrk      [kernel.kallsyms]     [k] tcp_mt                                               [k] tcp_mt                                               -                 
     0.07%  wrk      [kernel.kallsyms]     [k] ip_vs_nat_xmit                                       [k] ip_vs_nat_xmit                                       -                 
     0.06%  wrk      [kernel.kallsyms]     [k] do_syscall_64                                        [k] fpregs_assert_state_consistent                       -                 
     0.06%  wrk      [kernel.kallsyms]     [k] netdev_core_pick_tx                                  [k] netdev_core_pick_tx                                  -                 
     0.06%  wrk      [kernel.kallsyms]     [k] __ip_finish_output                                   [k] __ip_finish_output                                   -                 
     0.06%  wrk      [kernel.kallsyms]     [k] xfrm_lookup_with_ifid                                [k] xfrm_lookup_with_ifid                                -                 
     0.06%  wrk      [kernel.kallsyms]     [k] ep_poll                                              [k] ep_poll                                              -                 
     0.06%  wrk      [kernel.kallsyms]     [k] copy_user_generic_string                             [k] copy_user_generic_string                             -                 
     0.06%  wrk      [kernel.kallsyms]     [k] netif_skb_features                                   [k] netif_skb_features                                   -                 
     0.06%  wrk      [kernel.kallsyms]     [k] process_backlog                                      [k] process_backlog                                      -                 
     0.06%  wrk      [kernel.kallsyms]     [k] vxlan_xmit                                           [k] vxlan_xmit                                           -                 
     0.06%  wrk      [kernel.kallsyms]     [k] __check_object_size                                  [k] __check_object_size                                  -                 
     0.06%  wrk      [kernel.kallsyms]     [k] get_l4proto                                          [k] get_l4proto                                          -                 
     0.05%  wrk      [kernel.kallsyms]     [k] bnx2_start_xmit                                      [k] bnx2_start_xmit                                      -                 
     0.05%  wrk      [kernel.kallsyms]     [k] update_load_avg                                      [k] update_load_avg                                      -                 
     0.05%  wrk      [kernel.kallsyms]     [k] br_handle_frame                                      [k] br_handle_frame                                      -                 
     0.05%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc_node                                [k] kmem_cache_alloc_node                                -                 
     0.05%  wrk      [kernel.kallsyms]     [k] __update_load_avg_cfs_rq                             [k] __update_load_avg_cfs_rq                             -                 
     0.05%  wrk      [kernel.kallsyms]     [k] nf_nat_inet_fn                                       [k] nf_nat_inet_fn                                       -                 
     0.05%  wrk      [kernel.kallsyms]     [k] rcu_all_qs                                           [k] _cond_resched                                        -                 
     0.05%  wrk      [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe                       [k] do_syscall_64                                        -                 
     0.05%  wrk      [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe                       [k] entry_SYSCALL_64_after_hwframe                       -                 
     0.05%  wrk      [kernel.kallsyms]     [k] ep_scan_ready_list.constprop.0                       [k] ep_scan_ready_list.constprop.0                       -                 
     0.05%  wrk      [kernel.kallsyms]     [k] br_forward                                           [k] br_forward                                           -                 
     0.04%  wrk      [kernel.kallsyms]     [k] kmem_cache_free                                      [k] kmem_cache_free                                      -                 
     0.04%  wrk      [kernel.kallsyms]     [k] irq_exit                                             [k] irq_exit                                             -                 
     0.04%  wrk      [kernel.kallsyms]     [k] dev_hard_start_xmit                                  [k] __x86_indirect_thunk_rax                             -                 
     0.04%  wrk      [kernel.kallsyms]     [k] sch_direct_xmit                                      [k] sch_direct_xmit                                      -                 
     0.04%  wrk      [kernel.kallsyms]     [k] kmem_cache_alloc                                     [k] kmem_cache_alloc                                     -                 
     0.04%  wrk      [kernel.kallsyms]     [k] do_syscall_64                                        [k] __x86_indirect_thunk_rax                             -                 
     0.04%  wrk      [kernel.kallsyms]     [k] __nf_ct_refresh_acct                                 [k] __nf_ct_refresh_acct                                 -                 
     0.04%  wrk      [kernel.kallsyms]     [k] br_nf_post_routing                                   [k] br_nf_post_routing                                   -                 
     0.04%  wrk      [kernel.kallsyms]     [k] net_rx_action                                        [k] net_rx_action                                        -                 
     0.04%  wrk      [kernel.kallsyms]     [k] br_nf_hook_thresh                                    [k] br_nf_hook_thresh                                    -                 
     0.04%  wrk      [kernel.kallsyms]     [k] __fget_light                                         [k] __fget_light                                         -                 
     0.04%  wrk      [kernel.kallsyms]     [k] rcu_all_qs                                           [k] rcu_all_qs                                           -                 
     0.04%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] read_tsc                                             -                 
     0.04%  wrk      [kernel.kallsyms]     [k] _cond_resched                                        [k] rcu_all_qs                                           -                 
     0.04%  wrk      [kernel.kallsyms]     [k] vxlan_build_skb                                      [k] vxlan_build_skb                                      -                 
     0.04%  wrk      [unknown]             [k] 0000000000000000                                     [k] 0000000000000000                                     -                 
     0.04%  wrk      [kernel.kallsyms]     [k] fput                                                 [k] fput_many                                            -                 
     0.04%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] iptable_mangle_hook                                  -                 
     0.04%  wrk      [kernel.kallsyms]     [k] ip_rcv_finish_core.isra.0                            [k] ip_rcv_finish_core.isra.0                            -                 
     0.04%  wrk      [kernel.kallsyms]     [k] ep_send_events_proc                                  [k] ep_send_events_proc                                  -                 
     0.04%  wrk      [kernel.kallsyms]     [k] map_id_range_down                                    [k] map_id_range_down                                    -                 
     0.04%  wrk      [kernel.kallsyms]     [k] __local_bh_enable_ip                                 [k] ipt_do_table                                         -                 
     0.04%  wrk      [kernel.kallsyms]     [k] br_handle_frame_finish                               [k] br_handle_frame_finish                               -                 
     0.04%  wrk      [kernel.kallsyms]     [k] ep_modify                                            [k] ep_modify                                            -                 
     0.04%  wrk      [kernel.kallsyms]     [k] ip_vs_fill_iph_skb_off                               [k] ip_vs_fill_iph_skb_off                               -                 
     0.03%  wrk      [kernel.kallsyms]     [k] iptable_mangle_hook                                  [k] ipt_do_table                                         -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ip_vs_out                                            [k] ip_vs_out                                            -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_conntrack_in                                      [k] hash_conntrack_raw                                   -                 
     0.03%  wrk      [kernel.kallsyms]     [k] iptable_mangle_hook                                  [k] iptable_mangle_hook                                  -                 
     0.03%  wrk      wrk                   [k] aeDeleteFileEvent                                    [k] aeDeleteFileEvent                                    -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ipt_do_table                                         [k] __local_bh_enable_ip                                 -                 
     0.03%  wrk      [kernel.kallsyms]     [k] __inet_dev_addr_type.isra.0                          [k] __inet_dev_addr_type.isra.0                          -                 
     0.03%  wrk      [kernel.kallsyms]     [k] validate_xmit_xfrm                                   [k] validate_xmit_skb                                    -                 
     0.03%  wrk      [kernel.kallsyms]     [k] br_nf_pre_routing                                    [k] br_nf_pre_routing                                    -                 
     0.03%  wrk      libc-2.31.so          [k] __resolv_context_get                                 [k] __strncat_ssse3                                      -                 
     0.03%  wrk      [kernel.kallsyms]     [k] dma_direct_map_page                                  [k] dma_direct_map_page                                  -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_nat_inet_fn                                       [k] nf_nat_ipv4_fn                                       -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_conntrack_in                                      [k] __nf_conntrack_find_get                              -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_ct_get_tuple                                      [k] nf_conntrack_in                                      -                 
     0.03%  wrk      [kernel.kallsyms]     [k] hash_conntrack_raw                                   [k] hash_conntrack_raw                                   -                 
     0.03%  wrk      [kernel.kallsyms]     [k] hash_conntrack_raw                                   [k] nf_conntrack_in                                      -                 
     0.03%  wrk      [kernel.kallsyms]     [k] validate_xmit_skb                                    [k] validate_xmit_xfrm                                   -                 
     0.03%  wrk      [kernel.kallsyms]     [k] vfs_write                                            [k] vfs_write                                            -                 
     0.03%  wrk      [kernel.kallsyms]     [k] validate_xmit_xfrm                                   [k] validate_xmit_xfrm                                   -                 
     0.03%  wrk      [kernel.kallsyms]     [k] __dev_queue_xmit                                     [k] dev_hard_start_xmit                                  -                 
     0.03%  wrk      [kernel.kallsyms]     [k] rcu_irq_exit                                         [k] irq_exit                                             -                 
     0.03%  wrk      [kernel.kallsyms]     [k] irq_exit                                             [k] rcu_irq_exit                                         -                 
     0.03%  wrk      libc-2.31.so          [k] __strncat_ssse3                                      [k] __resolv_context_get                                 -                 
     0.03%  wrk      libc-2.31.so          [k] resolv_conf_matches                                  [k] entry_SYSCALL_64                                     -                 
     0.03%  wrk      [kernel.kallsyms]     [k] tcp_state_transition                                 [k] tcp_state_transition                                 -                 
     0.03%  wrk      [kernel.kallsyms]     [k] mod_timer                                            [k] mod_timer                                            -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_nat_packet                                        [k] nf_nat_inet_fn                                       -                 
     0.03%  wrk      [kernel.kallsyms]     [k] skb_ensure_writable                                  [k] skb_ensure_writable                                  -                 
     0.03%  wrk      [kernel.kallsyms]     [k] br_dev_queue_push_xmit                               [k] br_dev_queue_push_xmit                               -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ip_output                                            [k] ip_output                                            -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_fn                                       [k] nf_nat_inet_fn                                       -                 
     0.03%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ipv4_mtu                                             -                 
     0.03%  wrk      [kernel.kallsyms]     [k] nf_nat_inet_fn                                       [k] nf_nat_packet                                        -                 
     0.03%  wrk      [kernel.kallsyms]     [k] validate_xmit_skb                                    [k] __dev_queue_xmit                                     -                 
     0.03%  wrk      [kernel.kallsyms]     [k] __fdget                                              [k] __fget_light                                         -                 
     0.03%  wrk      [kernel.kallsyms]     [k] enqueue_to_backlog                                   [k] enqueue_to_backlog                                   -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_fill_param_proto                          [k] ip_vs_conn_fill_param_proto                          -                 
     0.03%  wrk      [kernel.kallsyms]     [k] deactivate_task                                      [k] deactivate_task                                      -                 
     0.03%  wrk      [kernel.kallsyms]     [k] br_nf_forward_ip                                     [k] br_nf_forward_ip                                     -                 
     0.03%  wrk      [kernel.kallsyms]     [k] __br_forward                                         [k] __br_forward                                         -                 
     0.03%  wrk      [kernel.kallsyms]     [k] skb_scrub_packet                                     [k] skb_scrub_packet                                     -                 
     0.03%  wrk      [kernel.kallsyms]     [k] veth_xmit                                            [k] veth_xmit                                            -                 
     0.03%  wrk      [kernel.kallsyms]     [k] netdev_pick_tx                                       [k] netdev_pick_tx                                       -                 
     0.03%  wrk      [kernel.kallsyms]     [k] iptable_mangle_hook                                  [k] nf_hook_slow                                         -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ipv4_conntrack_defrag                                [k] ipv4_conntrack_defrag                                -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ip_finish_output                                     [k] ip_finish_output                                     -                 
     0.03%  wrk      [kernel.kallsyms]     [k] ip_route_me_harder                                   [k] ip_route_output_flow                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] native_apic_mem_read                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_route_output_flow                                 [k] ip_route_output_key_hash                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] netdev_core_pick_tx                                  [k] __dev_queue_xmit                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] tcp_v4_early_demux                                   [k] tcp_v4_early_demux                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] sock_poll                                            -                 
     0.02%  wrk      [kernel.kallsyms]     [k] l3mdev_master_ifindex_rcu                            [k] ip_route_me_harder                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_fn                                       [k] nf_nat_ipv4_fn                                       -                 
     0.02%  wrk      [kernel.kallsyms]     [k] skb_csum_hwoffload_help                              [k] validate_xmit_skb                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_confirm                                           [k] nf_confirm                                           -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __intel_pmu_enable_all.constprop.0                   [k] native_write_msr                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __dev_queue_xmit                                     [k] dev_queue_xmit                                       -                 
     0.02%  wrk      [kernel.kallsyms]     [k] skb_release_data                                     [k] skb_release_data                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_route_output_key_hash                             [k] ip_route_output_key_hash_rcu                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] validate_xmit_skb                                    [k] skb_csum_hwoffload_help                              -                 
     0.02%  wrk      [kernel.kallsyms]     [k] switch_fpu_return                                    [k] switch_fpu_return                                    -                 
     0.02%  wrk      wrk                   [k] epoll_ctl@plt                                        [k] resolv_conf_matches                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] skb_entail                                           [k] skb_entail                                           -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ep_item_poll.isra.0                                  [k] __x86_indirect_thunk_rax                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] _cond_resched                                        [k] mutex_lock                                           -                 
     0.02%  wrk      [kernel.kallsyms]     [k] hrtimer_start_range_ns                               [k] hrtimer_start_range_ns                               -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __dev_queue_xmit                                     [k] netdev_core_pick_tx                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_nat_manip_pkt                                     [k] nf_nat_manip_pkt                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ipt_do_table                                         [k] iptable_mangle_hook                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] do_csum                                              [k] csum_partial                                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_vs_out                                            [k] ip_vs_out.part.0                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] timerqueue_add                                       [k] timerqueue_add                                       -                 
     0.02%  wrk      [kernel.kallsyms]     [k] intel_pmu_lbr_enable_all                             [k] __intel_pmu_enable_all.constprop.0                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] fsnotify                                             [k] fsnotify                                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] native_apic_wait_icr_idle                            [k] native_apic_wait_icr_idle                            -                 
     0.02%  wrk      [kernel.kallsyms]     [k] dev_queue_xmit                                       [k] __dev_queue_xmit                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __local_bh_enable_ip                                 [k] __dev_queue_xmit                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_route_output_key_hash_rcu                         [k] fib_table_lookup                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ipv4_conntrack_defrag                                -                 
     0.02%  wrk      [kernel.kallsyms]     [k] mutex_lock                                           [k] mutex_lock                                           -                 
     0.02%  wrk      [kernel.kallsyms]     [k] native_write_msr                                     [k] intel_pmu_lbr_enable_all                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_xfrm_me_harder                                    [k] nf_xfrm_me_harder                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] l4proto_manip_pkt                                    [k] l4proto_manip_pkt                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_route_me_harder                                   [k] l3mdev_master_ifindex_rcu                            -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] tcp_stream_memory_free                               -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __update_load_avg_se                                 [k] __update_load_avg_se                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __dev_queue_xmit                                     [k] __local_bh_enable_ip                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] memcg_kmem_put_cache                                 [k] memcg_kmem_put_cache                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_local_fn                                 [k] nf_nat_ipv4_local_fn                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ksys_write                                           [k] ksys_write                                           -                 
     0.02%  wrk      [kernel.kallsyms]     [k] vfs_read                                             [k] vfs_read                                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] native_apic_wait_icr_idle                            [k] __x86_indirect_thunk_rax                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_ct_invert_tuple                                   [k] nf_ct_invert_tuple                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __nf_ct_refresh_acct                                 [k] nf_conntrack_tcp_packet                              -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_conntrack_tcp_packet                              [k] nf_conntrack_in                                      -                 
     0.02%  wrk      [kernel.kallsyms]     [k] native_apic_mem_read                                 [k] native_apic_wait_icr_idle                            -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_fn                                       [k] nf_nat_ipv4_local_fn                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __fdget_pos                                          [k] __fget_light                                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __local_bh_enable_ip                                 [k] _raw_spin_unlock_bh                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] inet_proto_csum_replace4                             [k] inet_proto_csum_replace4                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] idle_cpu                                             [k] irq_exit                                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __cgroup_bpf_run_filter_skb                          [k] __cgroup_bpf_run_filter_skb                          -                 
     0.02%  wrk      [kernel.kallsyms]     [k] iptable_filter_hook                                  [k] nf_hook_slow                                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ipt_do_table                                         [k] __x86_indirect_thunk_rax                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_vs_out.part.0                                     [k] ip_vs_out.part.0                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] irq_exit                                             [k] smp_apic_timer_interrupt                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] apic_timer_interrupt                                 [k] ret_from_intr                                        -                 
     0.02%  wrk      [kernel.kallsyms]     [k] smp_apic_timer_interrupt                             [k] apic_timer_interrupt                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_nat_ipv4_local_fn                                 [k] ip_route_me_harder                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_conntrack_in                                      [k] nf_ct_get_tuple                                      -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __netif_receive_skb_one_core                         [k] __netif_receive_skb_one_core                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __nf_conntrack_find_get                              [k] nf_conntrack_in                                      -                 
     0.02%  wrk      [kernel.kallsyms]     [k] do_epoll_wait                                        [k] do_epoll_wait                                        -                 
     0.02%  wrk      [kernel.kallsyms]     [k] skb_release_head_state                               [k] skb_release_head_state                               -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_local_deliver                                     [k] ip_local_deliver                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] newidle_balance                                      [k] newidle_balance                                      -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_route_input_rcu                                   [k] ip_route_input_rcu                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] ipv4_conntrack_local                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ipv4_conntrack_defrag                                [k] nf_hook_slow                                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] _raw_spin_unlock_bh                                  [k] __local_bh_enable_ip                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] update_min_vruntime                                  [k] update_min_vruntime                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] tcp_poll                                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] nf_conntrack_udp_packet                              [k] nf_conntrack_udp_packet                              -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x64_sys_epoll_ctl                                  [k] __fdget                                              -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __ip_finish_output                                   [k] ip_finish_output2                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] iptable_filter_hook                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] sock_sendmsg                                         [k] sock_sendmsg                                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_rcv                                               [k] ip_rcv                                               -                 
     0.02%  wrk      [kernel.kallsyms]     [k] netif_rx_internal                                    [k] netif_rx_internal                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_vs_proto_data_get                                 [k] ip_vs_proto_data_get                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] mutex_lock                                           [k] _cond_resched                                        -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_finish_output2                                    [k] __ip_finish_output                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __ip_finish_output                                   [k] ip_finish_output                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __slab_free                                          [k] __slab_free                                          -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_finish_output                                     [k] ip_output                                            -                 
     0.02%  wrk      [kernel.kallsyms]     [k] tcp_schedule_loss_probe                              [k] tcp_schedule_loss_probe                              -                 
     0.02%  wrk      [kernel.kallsyms]     [k] dev_gro_receive                                      [k] dev_gro_receive                                      -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_route_me_harder                                   [k] inet_addr_type_dev_table                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] __x64_sys_epoll_ctl                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] br_nf_dev_queue_xmit                                 [k] br_nf_dev_queue_xmit                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] __x86_indirect_thunk_rax                             [k] tcp_mt                                               -                 
     0.02%  wrk      [kernel.kallsyms]     [k] dev_hard_start_xmit                                  [k] __dev_queue_xmit                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] tcp_mt                                               [k] ipt_do_table                                         -                 
     0.02%  wrk      wrk                   [k] socket_writeable                                     [k] sock_write                                           -                 
     0.02%  wrk      [kernel.kallsyms]     [k] pskb_expand_head                                     [k] pskb_expand_head                                     -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ipv4_mtu                                             [k] __ip_finish_output                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_vs_conn_in_get                                    [k] ip_vs_conn_in_get                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] br_forward_finish                                    [k] br_forward_finish                                    -                 
     0.02%  wrk      [kernel.kallsyms]     [k] iptable_filter_hook                                  [k] ipt_do_table                                         -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ip_vs_in                                             [k] ip_vs_in                                             -                 
     0.02%  wrk      [kernel.kallsyms]     [k] inet_addr_type_dev_table                             [k] l3mdev_fib_table_rcu                                 -                 
     0.02%  wrk      [kernel.kallsyms]     [k] hrtimer_active                                       [k] hrtimer_active                                       -                 
     0.02%  wrk      [kernel.kallsyms]     [k] ipt_do_table                                         [k] iptable_filter_hook                                  -                 
     0.02%  wrk      [kernel.kallsyms]     [k] update_blocked_averages                              [k] update_blocked_averages                              -                 
     0.02%  wrk      [kernel.kallsyms]     [k] is_skb_forwardable                                   [k] is_skb_forwardable                                   -                 
     0.02%  wrk      [kernel.kallsyms]     [k] tcp_recv_timestamp                                   [k] tcp_recv_timestamp                                   -                 
